number,string,,number,string,number,number,number,number,number,number,number,string,cmd,cmd,cmd,cmd,cmd,cmd,number,number;num,number;num,number;num,number;num,number;num,number;num,number;num,number;num,string,number,number,number;num,number;num,,cmd,,cmd,cmd,,,
1498,古籍由来,34,64,0,1,,,,1,61,99,all,CheckTaskFinished(1497),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,53 ,AddExp(39750);AddNimbus(19875);AddMoney(6042),,,,,0,
1499,委以重任,34,64,0,1,,,,1,61,99,all,CheckTaskFinished(1498),,,,,,0,0,0,4397,5,4990,4397,0.05,5,,0,,0,99,105 ,AddExp(78750);AddNimbus(39375);AddMoney(11970),,,,,0,
1500,蓄势待发,34,64,0,1,,,,1,61,99,all,CheckTaskFinished(1499),,,,,,0,4991,35,0,0,0,0,0,0,,0,,0,99,107 ,AddExp(80250);AddNimbus(40125);AddMoney(12198),,,,,0,
1501,深入洞穴,34,64,0,1,,,,1,61,99,all,CheckTaskFinished(1500),,,,,,0,4992,35,0,0,0,0,0,0,,0,,0,99,108 ,AddExp(81000);AddNimbus(40500);AddMoney(12312),,,,,0,
1502,古籍归一,34,64,0,1,,,,1,61,99,all,CheckTaskFinished(1501),,,,,,0,0,0,4398,1,5028,4398,1,1,,0,,0,99,120 ,AddExp(90000);AddNimbus(45000);AddMoney(13680),,,,,0,
1503,恩怨情仇,34,65,0,1,,,,1,62,99,all,CheckTaskFinished(1502),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,58 ,AddExp(44080);AddNimbus(22040);AddMoney(6612),,,,,0,
1504,玄火归元,34,65,0,1,,,,1,62,99,all,CheckTaskFinished(1503),,,,,,0,0,0,4411,1,5007,4411,0.02,1,,0,,0,99,120 ,AddExp(91200);AddNimbus(45600);AddMoney(13680),,,,,0,
1505,水灵归元,34,65,0,1,,,,1,62,99,all,CheckTaskFinished(1504),,,,,,0,0,0,4412,1,5005,4412,0.02,1,,0,,0,99,120 ,AddExp(91200);AddNimbus(45600);AddMoney(13680),,,,,0,
1506,陈木归元,34,65,0,1,,,,1,62,99,all,CheckTaskFinished(1505),,,,,,0,0,0,4413,1,5006,4413,0.02,1,,0,,0,99,120 ,AddExp(91200);AddNimbus(45600);AddMoney(13680),,,,,0,
1507,金靡归元,34,65,0,1,,,,1,62,99,all,CheckTaskFinished(1506),,,,,,0,0,0,4414,1,5009,4414,0.02,1,,0,,0,99,120 ,AddExp(91200);AddNimbus(45600);AddMoney(13680),,,,,0,
1508,四象归位，万恶俱除,34,65,1,1,,,,1,62,99,all,CheckTaskFinished(1507),,GetItemSpace >= 2,,,,0,5001,1,0,0,0,0,0,0,,0,,0,99,195 ,AddExp(148200);AddNimbus(74100);AddMoney(22230),"AddItemEx(4430,0,0,1)
AddItemEx(4431,0,0,1)",,,,0,
1509,驱鬼除魔,34,62,0,0,,2,,1,61,99,all,,,,,,,0,4985;4986;4987,20;20;20,0,0,0,0,0,0,,0,,0,99,165 ,AddExp(24090);AddNimbus(4015),,,,,0,
1510,为我出头,34,61,0,0,,2,,1,61,99,all,,,,,,,0,4968;4969;4976,20;20;20,0,0,0,0,0,0,,0,,0,99,150 ,AddExp(21600);AddNimbus(3600),,,,,0,
1511,麝香月龙天地灵物,34,61,0,0,,2,,1,61,99,all,CheckTaskFinished(1462),,,,,,0,0,0,4367;4369,25;20,4973;4972,4367;4369,1;0.5,25;20,,0,,0,99,115 ,AddExp(16560);AddNimbus(2760),,,,,0,
1512,好友的问候,34,60,0,1,,,,1,61,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,30 ,AddExp(21300);AddNimbus(10650);AddMoney(3240),,,,,0,
1513,内心的恐惧,34,61,0,0,,2,,1,61,99,all,,,,,,,0,4970;4977,1;1,0,0,0,0,0,0,,0,,0,99,175 ,AddExp(25200);AddNimbus(4200),,,,,0,
1514,驱魔者的使命,34,64,0,0,,2,,1,61,99,all,,,,,,,0,4990;4991;4992;4994,20;20;20;20,0,0,0,0,0,0,,0,,0,99,175 ,AddExp(26250);AddNimbus(4375),,,,,0,
1515,恶鬼峡的动向,34,66,0,1,,,,1,66,99,all,,,,,,,0,0,0,4581,25,5111,4581,1,25,,0,,0,99,110 ,AddExp(84700);AddNimbus(42350);AddMoney(12870),,,,,0,
1516,失落的青螺宫,34,66,0,1,,,,1,66,99,all,CheckTaskFinished(1515),,,,,,0,5062,35,0,0,0,0,0,0,,0,,0,99,120 ,AddExp(92400);AddNimbus(46200);AddMoney(14040),,,,,0,
1517,钢筋铁骨,34,66,0,1,,,,1,66,99,all,CheckTaskFinished(1516),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,60 ,AddExp(46200);AddNimbus(23100);AddMoney(7020),,,,,0,
1518,破解之道,34,66,0,1,,,,1,66,99,all,CheckTaskFinished(1517),,,,,,0,0,0,4582,20,5065,4582,0.5,20,,0,,0,99,130 ,AddExp(100100);AddNimbus(50050);AddMoney(15210),,,,,0,
1519,胜之不武,34,66,0,1,,,,1,66,99,all,CheckTaskFinished(1518),,,,,,0,5063,35,0,0,0,0,0,0,,0,,0,99,130 ,AddExp(100100);AddNimbus(50050);AddMoney(15210),,,,,0,
1520,迦楼罗神力,34,66,0,1,,,,1,66,99,all,CheckTaskFinished(1519),"AddItem(4583,1)",,,"RemoveItem(4583,1)","RemoveItem(4583,1)",0,0,0,0,0,0,0,0,0,,0,,4583,1,110 ,AddExp(84700);AddNimbus(42350);AddMoney(12870),,,,,0,
1521,三魔落网,34,66,1,1,,,,1,66,99,all,CheckTaskFinished(1520),,,,,,0,5101,1,0,0,0,0,0,0,,0,,0,99,400 ,AddExp(308000);AddNimbus(154000);AddMoney(46800),,,,"em;AddItemEx(318,0,1,1)
fm;AddItemEx(327,0,1,1)
bh;AddItemEx(336,0,1,1)
qc;AddItemEx(625,0,1,1)
xq;AddItemEx(703,0,1,1)",0,
1522,道统传承的下落,34,66,0,1,,,,1,66,99,all,,,,,,,0,0,0,4584,20,5064,4584,0.5,20,,0,,0,99,130 ,AddExp(100100);AddNimbus(50050);AddMoney(15210),,,,,0,
1523,宝石的异变,34,66,0,1,,,,1,66,99,all,CheckTaskFinished(1522),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,60 ,AddExp(46200);AddNimbus(23100);AddMoney(7020),,,,,0,
1524,寻根求底,34,66,0,1,,,,1,66,99,all,CheckTaskFinished(1523),,,,,,0,0,0,4585,25,5112,4585,1,25,,0,,0,99,105 ,AddExp(80850);AddNimbus(40425);AddMoney(12285),,,,,0,
1525,火眼狻猊,34,66,0,1,,,,1,66,99,all,CheckTaskFinished(1524),,,,,,0,0,0,4586,20,5066,4586,0.5,20,,0,,0,99,130 ,AddExp(100100);AddNimbus(50050);AddMoney(15210),,,,,0,
1526,灵光重现,34,66,0,1,,,,1,66,99,all,"CheckTaskFinished(1525)
GetTaskItemSpace >= 1","AddItem(4587,1)",,,"RemoveItem(4587,1)","RemoveItem(4587,1)",0,0,0,4587,1,0,0,0,0,,0,,0,99,60 ,AddExp(46200);AddNimbus(23100);AddMoney(7020),,,,,0,
1527,愤愤不平,34,66,0,1,,,,1,66,99,all,CheckTaskFinished(1526),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,60 ,AddExp(46200);AddNimbus(23100);AddMoney(7020),,,,,0,
1528,掉包的补偿,34,66,0,1,,,,1,66,99,all,CheckTaskFinished(1527),,,,,,0,0,0,4588,20,5063,4588,0.5,20,,0,,0,99,135 ,AddExp(103950);AddNimbus(51975);AddMoney(15795),,,,,0,
1529,下不为例,34,66,0,1,,,,1,66,99,all,CheckTaskFinished(1528),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,60 ,AddExp(46200);AddNimbus(23100);AddMoney(7020),,,,,0,
1530,以攻代守,34,66,0,1,,,,1,66,99,all,CheckTaskFinished(1529),,,,,,0,5064,35,0,0,0,0,0,0,,0,,0,99,130 ,AddExp(100100);AddNimbus(50050);AddMoney(15210),,,,,0,
1531,青玉奇珍,34,66,0,1,,,,1,66,99,all,CheckTaskFinished(1530),,,,,,0,0,0,4589,20,5067,4589,0.5,20,,0,,0,99,130 ,AddExp(100100);AddNimbus(50050);AddMoney(15210),,,,,0,
1532,特殊的召集,34,66,0,1,,,,1,66,99,all,"CheckTaskFinished(1531)
GetTaskItemSpace >= 1","AddItem(4590,1)",,,"RemoveItem(4590,1)","RemoveItem(4590,1)",0,0,0,0,0,0,0,0,0,,0,,4590,1,110 ,AddExp(84700);AddNimbus(42350);AddMoney(12870),,,,,0,
1533,师徒伏诛,34,66,1,1,,,,1,66,99,all,CheckTaskFinished(1532),,,,,,0,5100,1,0,0,0,0,0,0,,0,,0,99,450 ,AddExp(346500);AddNimbus(173250);AddMoney(52650),,,,,0,
1534,鬼气冲天,34,67,0,1,,,,1,67,99,all,GetTaskItemSpace >= 1,"AddItem(4591,1)",,,"RemoveItem(4591,1)","RemoveItem(4591,1)",0,0,0,0,0,0,0,0,0,,0,,4591,1,100 ,AddExp(78000);AddNimbus(39000);AddMoney(11700),,,,,0,
1535,生死之地,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1534),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,70 ,AddExp(54600);AddNimbus(27300);AddMoney(8190),,,,,0,
1536,杀生石,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1535),,,,,,0,5071,35,0,0,0,0,0,0,,0,,0,99,140 ,AddExp(109200);AddNimbus(54600);AddMoney(16380),,,,,0,
1537,驱魔之阵,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1536),,,,,,0,0,0,4592,20,5069,4592,0.5,20,,0,,0,99,145 ,AddExp(113100);AddNimbus(56550);AddMoney(16965),,,,,0,
1538,从容应对,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1537),,,,,,0,0,0,4593,20,5072,4593,0.5,20,,0,,0,99,145 ,AddExp(113100);AddNimbus(56550);AddMoney(16965),,,,,0,
1539,大阵初成,34,67,0,1,,,,1,67,99,all,"CheckTaskFinished(1538)
GetTaskItemSpace >= 1","AddItem(4594,1)",,,"RemoveItem(4594,1)","RemoveItem(4594,1)",0,5074,1,0,0,0,0,0,0,,0,,4594,1,100 ,AddExp(78000);AddNimbus(39000);AddMoney(11700),,,,,0,
1540,邪气陡现,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1539),,,,,,0,5073,35,0,0,0,0,0,0,,0,,0,99,140 ,AddExp(109200);AddNimbus(54600);AddMoney(16380),,,,,0,
1541,风灵源体,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1540),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,70 ,AddExp(54600);AddNimbus(27300);AddMoney(8190),,,,,0,
1542,祭风妖台,34,67,1,1,,,,1,67,99,all,CheckTaskFinished(1541),,,,,,0,5103,1,0,0,0,0,0,0,,0,,0,99,480 ,AddExp(374400);AddNimbus(187200);AddMoney(56160),"AddItemEx(244,0,0,1)",,,,0,
1543,雪魂珠之争,34,67,0,1,,,,1,67,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,70 ,AddExp(54600);AddNimbus(27300);AddMoney(8190),,,,,0,
1544,天劫地火,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1543),,,,,,0,0,0,4595,20,5073,4595,0.5,20,,0,,0,99,140 ,AddExp(109200);AddNimbus(54600);AddMoney(16380),,,,,0,
1545,原火之灵,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1544),,,,,,0,5076;5077;5078,1;1;1,0,0,0,0,0,0,,0,,0,99,150 ,AddExp(117000);AddNimbus(58500);AddMoney(17550),,,,,0,
1546,水克火,34,67,0,1,,,,1,67,99,all,"CheckTaskFinished(1544)
GetTaskItemSpace >= 1","AddItem(4596,1)",,,"RemoveItem(4596,1)","RemoveItem(4596,1)",0,0,0,0,0,0,0,0,0,,0,,4596,1,100 ,AddExp(78000);AddNimbus(39000);AddMoney(11700),,,,,0,
1547,珍宝重现,34,67,0,1,,,,1,67,99,all,"CheckTaskFinished(1545);
CheckTaskFinished(1546)",,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,70 ,AddExp(54600);AddNimbus(27300);AddMoney(8190),,,,,0,
1548,怪犬的尸毒,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1547),,,,,,0,0,0,4597,20,5070,4597,0.5,20,,0,,0,99,140 ,AddExp(109200);AddNimbus(54600);AddMoney(16380),,,,,0,
1549,解毒的药引,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1548),,,,,,0,0,0,4598,1,0,0,0,0,,0,,0,1,100 ,AddExp(78000);AddNimbus(39000);AddMoney(11700),,,,,0,
1550,灵丹妙药,34,67,0,1,,,,1,67,99,all,"CheckTaskFinished(1549)
GetTaskItemSpace >= 1","AddItem(4599,1)",,,"RemoveItem(4599,1)","RemoveItem(4599,1)",0,0,0,0,0,0,0,0,0,,0,,4599,1,100 ,AddExp(78000);AddNimbus(39000);AddMoney(11700),,,,,0,
1551,另辟蹊径,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1547),,,,,,0,5072,35,0,0,0,0,0,0,,0,,0,99,145 ,AddExp(113100);AddNimbus(56550);AddMoney(16965),,,,,0,
1552,黑煞落魂砂,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1551),,,,,,0,0,0,4600,25,5113,4600,1,25,,0,,0,99,120 ,AddExp(93600);AddNimbus(46800);AddMoney(14040),,,,,0,
1553,冥府法宝,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1552),,,,,,0,0,0,4601,20,5075,4601,0.5,20,,0,,0,99,140 ,AddExp(109200);AddNimbus(54600);AddMoney(16380),,,,,0,
1554,天师恶徒露面,34,67,0,1,,,,1,67,99,all,CheckTaskFinished(1553),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,70 ,AddExp(54600);AddNimbus(27300);AddMoney(8190),,,,,0,
1555,夺回雪魂珠,34,67,1,1,,,,1,67,99,all,CheckTaskFinished(1554),,,,,,0,0,0,4602,1,5102,4602,1,1,,0,,0,99,550 ,AddExp(429000);AddNimbus(214500);AddMoney(64350),,,,,0,
1556,毒物与药草,34,68,0,1,,,,1,68,99,all,,,,,,,0,0,0,4603,25,5114,4603,1,25,,0,,0,99,130 ,AddExp(102700);AddNimbus(51350);AddMoney(15600),,,,,0,
1557,配药解毒,34,68,0,1,,,,1,68,99,all,"CheckTaskFinished(1556)
GetTaskItemSpace >= 1","AddItem(4604,1)",,,"RemoveItem(4604,1)","RemoveItem(4604,1)",0,0,0,0,0,0,0,0,0,,0,,4604,1,115 ,AddExp(90850);AddNimbus(45425);AddMoney(13800),,,,,0,
1558,毒物初现,34,68,0,1,,,,1,68,99,all,CheckTaskFinished(1557),,,,,,0,5084,35,0,0,0,0,0,0,,0,,0,99,165 ,AddExp(130350);AddNimbus(65175);AddMoney(19800),,,,,0,
1559,巨大的毒虫,34,68,0,1,,,,1,68,99,all,"CheckTaskFinished(1558)
GetTaskItemSpace >= 1","AddItem(4631,1)",,,"RemoveItem(4631,1)","RemoveItem(4631,1)",0,0,0,0,0,0,0,0,0,3,5085,1,0,99,115 ,AddExp(90850);AddNimbus(45425);AddMoney(13800),,,,,0,
1560,镇山之塔,34,68,0,1,,,,1,68,99,all,"CheckTaskFinished(1559)
GetTaskItemSpace >= 1","AddItem(4605,1)",,,"RemoveItem(4605,1)","RemoveItem(4605,1)",0,0,0,0,0,0,0,0,0,,0,,4605,1,115 ,AddExp(90850);AddNimbus(45425);AddMoney(13800),,,,,0,
1561,天外魔铁,34,68,0,1,,,,1,68,99,all,CheckTaskFinished(1560),,,,,,0,0,0,4606,25,5115,4606,1,25,,0,,0,99,130 ,AddExp(102700);AddNimbus(51350);AddMoney(15600),,,,,0,
1562,妖魔肆虐,34,68,0,1,,,,1,68,99,all,CheckTaskFinished(1561),,,,,,0,5079,35,0,0,0,0,0,0,,0,,0,99,165 ,AddExp(130350);AddNimbus(65175);AddMoney(19800),,,,,0,
1563,赤身洞之谜,34,68,0,1,,,,1,68,99,all,CheckTaskFinished(1562),,,,,,0,5086,8,0,0,0,0,0,0,,0,,0,99,150 ,AddExp(118500);AddNimbus(59250);AddMoney(18000),,,,,0,
1564,长臂神魔,34,68,1,1,,,,1,68,99,all,CheckTaskFinished(1563),,,,,,0,5104,1,0,0,0,0,0,0,,0,,0,99,600 ,AddExp(474000);AddNimbus(237000);AddMoney(72000),,,,"em;AddItemEx(82,0,1,1)
fm;AddItemEx(109,0,1,1)
bh;AddItemEx(136,0,1,1)
qc;AddItemEx(580,0,1,1)
xq;AddItemEx(658,0,1,1)",0,
1565,恐怖的蜘蛛,34,68,0,1,,,,1,68,99,all,,,,,,,0,5087,20,0,0,0,0,0,0,,0,,0,99,115 ,AddExp(90850);AddNimbus(45425);AddMoney(13800),,,,,0,
1566,赤身洞毒王,34,68,0,1,,,,1,68,99,all,CheckTaskFinished(1565),,,,,,0,5080,35,0,0,0,0,0,0,,0,,0,99,165 ,AddExp(130350);AddNimbus(65175);AddMoney(19800),,,,,0,
1567,伏魔灵丹,34,68,0,1,,,,1,68,99,all,CheckTaskFinished(1565),,,,,,0,0,0,4607,20,5080,4607,0.5,20,,0,,0,99,150 ,AddExp(118500);AddNimbus(59250);AddMoney(18000),,,,,0,
1568,焚烧蛛穴,34,68,0,1,,,,1,68,99,all,"CheckTaskFinished(1566);
CheckTaskFinished(1567);
GetTaskItemSpace >= 1","AddItem(4608,1)",,,"RemoveItem(4608,1)","RemoveItem(4608,1)",0,0,0,0,0,0,0,0,0,,0,,4608,1,115 ,AddExp(90850);AddNimbus(45425);AddMoney(13800),,,,,0,
1569,善恶有别,34,68,0,1,,,,1,68,99,all,CheckTaskFinished(1568),,,,,,0,0,0,4609,20,5081;5082,4609;4609,0.5;0.5,20;20,,0,,0,99,150 ,AddExp(118500);AddNimbus(59250);AddMoney(18000),,,,,0,
1570,特殊的救治,34,68,0,1,,,,1,68,99,all,"CheckTaskFinished(1569)
GetTaskItemSpace >= 1","AddItem(4610,1)",,,"RemoveItem(4610,1)","RemoveItem(4610,1)",0,0,0,0,0,0,0,0,0,,0,,4610,1,115 ,AddExp(90850);AddNimbus(45425);AddMoney(13800),,,,,0,
1571,万劫不复,34,68,0,1,,,,1,68,99,all,CheckTaskFinished(1569),,,,,,0,5081,35,0,0,0,0,0,0,,0,,0,99,165 ,AddExp(130350);AddNimbus(65175);AddMoney(19800),,,,,0,
1572,巫蛊奴长老,34,68,0,1,,,,1,68,99,all,CheckTaskFinished(1570),,,,,,0,0,0,0,0,0,0,0,0,2,5134,1,0,1,200 ,AddExp(158000);AddNimbus(79000);AddMoney(24000),,,,,0,
1573,巫蛊宗师,34,68,1,1,,,,1,68,99,all,CheckTaskFinished(1572),,,,,,0,5105,1,0,0,0,0,0,0,,0,,0,99,660 ,AddExp(521400);AddNimbus(260700);AddMoney(79200),,,,,0,
1574,巧设智文石,34,68,0,1,,,,1,68,99,all,GetTaskItemSpace >= 1,"AddItem(4611,1)",,,"RemoveItem(4611,1)","RemoveItem(4611,1)",0,0,0,0,0,0,0,0,0,,0,,4611,1,115 ,AddExp(90850);AddNimbus(45425);AddMoney(13800),,,,,0,
1575,棋逢对手,34,68,0,1,,,,1,68,99,all,CheckTaskFinished(1574),,,,,,0,5083,35,0,0,0,0,0,0,,0,,0,99,165 ,AddExp(130350);AddNimbus(65175);AddMoney(19800),,,,,0,
1576,观摩仿制,34,68,0,1,,,,1,68,99,all,CheckTaskFinished(1574),,,,,,0,0,0,4612,20,5083,4612,0.5,20,,0,,0,99,150 ,AddExp(118500);AddNimbus(59250);AddMoney(18000),,,,,0,
1577,还治其人之身,34,68,0,1,,,,1,68,99,all,"CheckTaskFinished(1575);
CheckTaskFinished(1576);
GetTaskItemSpace >= 1","AddItem(4613,1)",,,"RemoveItem(4613,1)","RemoveItem(4613,1)",0,0,0,0,0,0,0,0,0,,0,,4613,1,660 ,AddExp(521400);AddNimbus(260700);AddMoney(79200),,,,,0,
1578,百花门人,34,69,0,1,,,,1,69,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(72000);AddNimbus(36000);AddMoney(10800),,,,,0,
1579,妖魔逼近,34,69,0,1,,,,1,69,99,all,CheckTaskFinished(1578),,,,,,0,5090,35,0,0,0,0,0,0,,0,,0,99,180 ,AddExp(144000);AddNimbus(72000);AddMoney(21600),,,,,0,
1580,魔门的坐骑,34,69,0,1,,,,1,69,99,all,CheckTaskFinished(1579),,,,,,0,5089,35,0,0,0,0,0,0,,0,,0,99,180 ,AddExp(144000);AddNimbus(72000);AddMoney(21600),,,,,0,
1581,佛门的救援,34,69,0,1,,,,1,69,99,all,CheckTaskFinished(1580),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(72000);AddNimbus(36000);AddMoney(10800),,,,,0,
1582,邪恶与怪异,34,69,0,1,,,,1,69,99,all,CheckTaskFinished(1581),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(72000);AddNimbus(36000);AddMoney(10800),,,,,0,
1583,不死刀客,34,69,0,1,,,,1,69,99,all,CheckTaskFinished(1582),,,,,,0,5088,35,0,0,0,0,0,0,,0,,0,99,180 ,AddExp(144000);AddNimbus(72000);AddMoney(21600),,,,,0,
1584,求教达人,34,69,0,1,,,,1,69,99,all,CheckTaskFinished(1583),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(72000);AddNimbus(36000);AddMoney(10800),,,,,0,
1585,破咒的仙草,34,69,0,1,,,,1,69,99,all,CheckTaskFinished(1584),,,,,,0,0,0,4614,25,5117,4614,1,25,,0,,0,99,165 ,AddExp(132000);AddNimbus(66000);AddMoney(19800),,,,,0,
1586,紫鸢仙露,34,69,0,1,,,,1,69,99,all,"CheckTaskFinished(1585)
GetTaskItemSpace >= 1","AddItem(4615,1)",,,"RemoveItem(4615,1)","RemoveItem(4615,1)",0,0,0,0,0,0,0,0,0,,0,,4615,1,130 ,AddExp(104000);AddNimbus(52000);AddMoney(15600),,,,,0,
1587,邪术的终结,34,69,0,1,,,,1,69,99,all,CheckTaskFinished(1586),,,,,,0,5088,35,0,0,0,0,0,0,,0,,0,99,180 ,AddExp(144000);AddNimbus(72000);AddMoney(21600),,,,,0,
1588,狂妄的洪长豹,34,69,1,1,,,,1,69,99,all,CheckTaskFinished(1587),,,,,,0,5106,1,0,0,0,0,0,0,,0,,0,99,720 ,AddExp(576000);AddNimbus(288000);AddMoney(86400),"AddItemEx(252,0,0,1)",,,,0,
1589,青石洲之谜,34,69,0,1,,,,1,69,99,all,"CheckTaskFinished(1582)
GetTaskItemSpace >= 1","AddItem(4616,1)",,,"RemoveItem(4616,1)","RemoveItem(4616,1)",0,0,0,0,0,0,0,0,0,,0,,4616,1,130 ,AddExp(104000);AddNimbus(52000);AddMoney(15600),,,,,0,
1590,邪化的精灵,34,69,0,1,,,,1,69,99,all,"CheckTaskFinished(1589)
GetTaskItemSpace >= 1","AddItem(4632,1)",,,"RemoveItem(4632,1)","RemoveItem(4632,1)",0,0,0,0,0,0,0,0,0,3,5091,1,0,99,130 ,AddExp(104000);AddNimbus(52000);AddMoney(15600),,,,,0,
1591,绿洲之花,34,69,0,1,,,,1,69,99,all,CheckTaskFinished(1590),,,,,,0,0,0,4617,25,5118,4617,1,25,,0,,0,99,165 ,AddExp(132000);AddNimbus(66000);AddMoney(19800),,,,,0,
1592,雷灵珠的下落,34,69,0,1,,,,1,69,99,all,CheckTaskFinished(1591),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(72000);AddNimbus(36000);AddMoney(10800),,,,,0,
1593,痛下杀手,34,69,0,1,,,,1,69,99,all,CheckTaskFinished(1592),,,,,,0,5091,35,0,0,0,0,0,0,,0,,0,99,180 ,AddExp(144000);AddNimbus(72000);AddMoney(21600),,,,,0,
1594,魔道邪法,34,69,0,1,,,,1,69,99,all,CheckTaskFinished(1593),,,,,,0,0,0,4618,20,5092,4618,0.5,20,,0,,0,99,165 ,AddExp(132000);AddNimbus(66000);AddMoney(19800),,,,,0,
1595,报仇雪恨,34,69,0,1,,,,1,69,99,all,CheckTaskFinished(1593),,,,,,0,5092,35,0,0,0,0,0,0,,0,,0,99,180 ,AddExp(144000);AddNimbus(72000);AddMoney(21600),,,,,0,
1596,曙光初现,34,69,0,1,,,,1,69,99,all,"CheckTaskFinished(1594);
CheckTaskFinished(1595)",,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(72000);AddNimbus(36000);AddMoney(10800),,,,,0,
1597,失而复得,34,69,1,1,,,,1,69,99,all,CheckTaskFinished(1596),,,,,,0,0,0,4619,1,5107,4619,1,1,,0,,0,99,780 ,AddExp(624000);AddNimbus(312000);AddMoney(93600),,,,,0,
1598,尉迟火被困,34,70,0,1,,,,1,70,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,105 ,AddExp(85050);AddNimbus(42525);AddMoney(12915),,,,,0,
1599,补充元气,34,70,0,1,,,,1,70,99,all,CheckTaskFinished(1598),,,,,,0,5094,35,0,0,0,0,0,0,,0,,0,99,200 ,AddExp(162000);AddNimbus(81000);AddMoney(24600),,,,,0,
1600,不动明王阵,34,70,0,1,,,,1,70,99,all,"CheckTaskFinished(1599)
GetTaskItemSpace >= 1","AddItem(4620,1)",,,"RemoveItem(4620,1)","RemoveItem(4620,1)",0,0,0,0,0,0,0,0,0,,0,,4620,1,140 ,AddExp(113400);AddNimbus(56700);AddMoney(17220),,,,,0,
1601,撤离鬼镇,34,70,0,1,,,,1,70,99,all,CheckTaskFinished(1600),,,,,,0,0,0,0,0,0,0,0,0,2,5129,1,0,1,200 ,AddExp(162000);AddNimbus(81000);AddMoney(24600),,,,,0,
1602,分化敌人,34,70,0,1,,,,1,70,99,all,CheckTaskFinished(1601),,,,,,0,0,0,4621,20,5096,4621,0.5,20,,0,,0,99,175 ,AddExp(141750);AddNimbus(70875);AddMoney(21525),,,,,0,
1603,辛辰子的算盘,34,70,0,1,,,,1,70,99,all,CheckTaskFinished(1602),,,,,,0,5095,35,0,0,0,0,0,0,,0,,0,99,200 ,AddExp(162000);AddNimbus(81000);AddMoney(24600),,,,,0,
1604,天龙之女神像,34,70,0,1,,,,1,70,99,all,"CheckTaskFinished(1603)
GetTaskItemSpace >= 1","AddItem(4622,1)",,,"RemoveItem(4622,1)","RemoveItem(4622,1)",0,0,0,0,0,0,0,0,0,,0,,4622,1,140 ,AddExp(113400);AddNimbus(56700);AddMoney(17220),,,,,0,
1605,梅鹿子师兄,34,70,1,1,,,,1,70,99,all,CheckTaskFinished(1604),,,,,,0,5110,1,0,0,0,0,0,0,,0,,0,99,830 ,AddExp(672300);AddNimbus(336150);AddMoney(102090),,,,"em;AddItemEx(11,0,152,1)
fm;AddItemEx(31,0,152,1)
bh;AddItemEx(61,0,152,1)
qc;AddItemEx(557,0,1,1)
xq;AddItemEx(635,0,1,1)",0,
1606,百蛮七宝,34,70,0,1,,,,1,70,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,105 ,AddExp(85050);AddNimbus(42525);AddMoney(12915),,,,,0,
1607,百毒金蚕蛊,34,70,0,1,,,,1,70,99,all,CheckTaskFinished(1606),,,,,,0,0,0,4623,20,5093,4623,0.5,20,,0,,0,99,175 ,AddExp(141750);AddNimbus(70875);AddMoney(21525),,,,,0,
1608,寒光碧火,34,70,0,1,,,,1,70,99,all,CheckTaskFinished(1607),,,,,,0,0,0,4624,20,5119,4624,0.5,20,,0,,0,99,175 ,AddExp(141750);AddNimbus(70875);AddMoney(21525),,,,,0,
